"DayOfWeek","Date Reported","Date Occurred","Time Occurred","Area ID","Reporting District","MO Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","DR Number","MonthOccurred","HourOccurred","ReportingDelay"
6,2023-07-21 00:00:00,2023-07-21 00:00:00,1256,17,1727,"3101 3004 3028 4026 3037",34,"M","H",101,231713006,7,12,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1245,15,1511,"3101 3004 3028 3034 3036 4026",40,"M","H",101,231512705,7,12,0
7,2023-07-23 00:00:00,2023-07-22 00:00:00,2045,18,1863,"4025 3004 3026 3029",70,"M","B",101,231813825,7,20,1
5,2023-07-21 00:00:00,2023-07-20 00:00:00,2021,12,1213,"3003 3026 4025 3029",29,"M","H",101,231216067,7,20,1
3,2023-07-25 00:00:00,2023-07-25 00:00:00,500,13,1393,"3101 3401 3701 3037 3033 0605 3003 3024 3035 4024",32,"M","B",101,231314466,7,5,0
2,2023-07-26 00:00:00,2023-07-24 00:00:00,1450,15,1547,"3003 4015 3029 3036 3025 3101",16,"M","H",101,231512655,7,14,2
1,2023-07-23 00:00:00,2023-07-23 00:00:00,910,2,201,"0605 3004 3028 3034 4024 3101 3401 3701 3037 3033",34,"M","W",101,230214390,7,9,0
6,2023-07-28 00:00:00,2023-07-28 00:00:00,1645,3,395,"3004 3028 4025 3030 3036 3032",21,"M","H",101,230314232,7,16,0
6,2023-07-24 00:00:00,2023-07-21 00:00:00,115,7,784,"3006 3028 3030 4007 3035 3037 3101 3401 3701",29,"F","H",101,230712281,7,1,3
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1325,7,735,"3101 3401 3701 3004 3028 3034 3037 4027",63,"M","H",101,230712561,7,13,0
1,2023-07-23 00:00:00,2023-07-23 00:00:00,435,10,1008,"3011 3028 4010 3030 3101",99,"M","O",101,231011567,7,4,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,725,10,1078,"3101 3004 3028 4026 3034 3037",99,"M","O",101,231011788,7,7,0
1,2023-07-24 00:00:00,2023-07-23 00:00:00,2325,7,742,"3004 3026 4027",25,"M","O",101,230712368,7,23,1
2,2023-07-25 00:00:00,2023-07-24 00:00:00,2225,18,1824,"3003 3024 4025 3036 3029",46,"M","O",101,231813879,7,22,1
1,2023-07-23 00:00:00,2023-07-23 00:00:00,1740,12,1269,"3011 3028 4025 3030 3034",25,"M","H",102,231216231,7,17,0
3,2023-07-26 00:00:00,2023-07-25 00:00:00,1935,12,1251,"3002 3026 4025 3034",38,"M","H",101,231216392,7,19,1
1,2023-07-10 00:00:00,2023-07-09 00:00:00,2315,6,636,"3004 3034 3036 3101 3401 3701 3028 3030 4006",30,"F","W",101,230612282,7,23,1
3,2023-07-26 00:00:00,2023-07-25 00:00:00,1235,6,622,"3035 3037 3102 3401 3701 3012 3028 3030 4027",77,"F","W",108,230613023,7,12,1
6,2023-07-21 00:00:00,2023-07-21 00:00:00,630,14,1407,"3006 3028 3030 4027 3035 3037 3101 3401 3701",22,"M","O",101,231414484,7,6,0
6,2023-07-21 00:00:00,2023-07-21 00:00:00,920,20,2001,"3035 3036 3101 3401 3701 3004 3026 3029 4027",42,"F","A",101,232013090,7,9,0
4,2023-07-26 00:00:00,2023-07-26 00:00:00,1400,21,2173,"3101 3006 3028 4021 3034",54,"M","W",101,232112100,7,14,0
3,2023-08-02 00:00:00,2023-08-01 00:00:00,2330,5,507,"3011 3028 4005 3030 3034",50,"M","O",102,230511821,8,23,1
6,2023-05-19 00:00:00,2023-05-19 00:00:00,1017,6,638,"3003 3025 3029 4027 3035 3036 3101 3401 3701",37,"F","W",101,230609988,5,10,0
4,2023-12-06 00:00:00,2023-12-06 00:00:00,1410,21,2172,"3037 3101 3006 3028 4026 3034",31,"M","B",101,232117360,12,14,0
2,2023-12-18 00:00:00,2023-12-18 00:00:00,1748,2,245,"0605 3030 4024",57,"F","B",101,240205015,12,17,0
5,2023-12-10 00:00:00,2023-11-16 00:00:00,1709,4,468,"0605 3030 4024",20,"M","H",101,240404764,11,17,24
7,2024-01-23 00:00:00,2023-12-23 00:00:00,2310,13,1317,"0605 3030 4024",25,"M","F",101,241305024,12,23,31
7,2023-07-01 00:00:00,2023-07-01 00:00:00,1100,1,182,"0605 3030 4024",28,"F","F",101,230116607,7,11,0
3,2023-07-25 00:00:00,2023-07-25 00:00:00,1440,1,174,"0605 3004 3026 3029 3034 3036 3101 4024 3401 3701",40,"M","W",101,230116699,7,14,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1635,1,112,"3401 3701 3037 3033 0605 3002 3025 3034 3101 4024",29,"F","B",101,230116844,7,16,0
1,2023-07-24 00:00:00,2023-07-23 00:00:00,2200,2,236,"0605 3004 3028 3033 3034 3036 3101 3401 3701 4024",21,"F","H",101,230214409,7,22,1
2,2023-07-25 00:00:00,2023-07-24 00:00:00,2200,2,257,"3401 3701 0605 3006 3033 3035 3037 3039 3101 4002",40,"F","O",101,230214479,7,22,1
6,2023-07-29 00:00:00,2023-07-28 00:00:00,830,2,236,"3401 3701 3102 0605 3003 3026 3029 3037 3101 4024",42,"M","W",108,230214676,7,8,1
7,2023-07-15 00:00:00,2023-07-15 00:00:00,45,3,363,"3006 3028 4025 3034",99,"M","O",103,230313588,7,0,0
4,2024-01-18 00:00:00,2023-01-18 00:00:00,210,10,1061,"3033 3006 3028 4026 3035 3037 3039 1402",39,"M","W",101,241004604,1,2,365
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1020,3,397,"3004 3026 3029 3036 4025",32,"M","B",101,230314166,7,10,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1745,4,489,"3401 3701 3028 0605 3004 3030 3033 3037 3101 4024",37,"F","H",101,230410802,7,17,0
6,2023-07-28 00:00:00,2023-07-28 00:00:00,1100,4,427,"3401 3701 0605 3009 3026 3033 3034 3037 3101 4024",48,"M","B",101,230410827,7,11,0
5,2023-07-28 00:00:00,2023-07-27 00:00:00,2035,4,423,"3401 3701 0605 3004 3026 3029 3033 3036 3101 4024",52,"F","A",101,230410839,7,20,1
6,2023-06-24 00:00:00,2023-06-23 00:00:00,2230,6,628,"3004 3028 3030 3035 3036 3101 3401 3701 4006",72,"M","O",101,230611603,6,22,1
7,2023-07-22 00:00:00,2023-07-22 00:00:00,1545,5,564,"3006 3028 3039 4025",22,"M","O",101,230511387,7,15,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1240,4,499,"3401 3701 3004 0605 3028 3033 3035 3037 3101 4024",20,"M","H",101,230410797,7,12,0
3,2023-07-18 00:00:00,2023-07-18 00:00:00,30,11,1109,"3401 3701 4024 0605 3006 3028 3030 3033 3037 3101",26,"M","H",101,231111219,7,0,0
5,2023-07-13 00:00:00,2023-07-13 00:00:00,1430,11,1102,"3401 3701 0605 3003 3025 3029 3033 3037 3101 4024",37,"M","W",101,231111096,7,14,0
1,2023-07-19 00:00:00,2023-07-02 00:00:00,1520,11,1162,"0605 4024 3030",48,"M","W",101,231111272,7,15,17
5,2023-07-21 00:00:00,2023-07-20 00:00:00,1915,11,1172,"3401 3701 3036 0605 3003 3028 3030 3033 3101 4011",22,"M","H",101,231111316,7,19,1
7,2023-07-23 00:00:00,2023-07-22 00:00:00,250,11,1119,"0605 3004 3028 3030 3033 3037 3101 3401 3701 4011",40,"M","H",101,231111376,7,2,1
4,2023-07-19 00:00:00,2023-07-19 00:00:00,830,11,1169,"0605 3101 3401 3701 4011 3037 3028 3030 3033 3035",60,"M","H",101,231111269,7,8,0
4,2023-07-26 00:00:00,2023-07-26 00:00:00,2035,11,1132,"0605 3003 3025 3029 3033 3036 3101 4024 3401 3701",44,"M","H",101,231111551,7,20,0
2,2023-07-17 00:00:00,2023-07-17 00:00:00,1745,13,1313,"3401 3701 3003 0605 3025 3029 3033 3036 3101 4024",54,"F","H",101,231314101,7,17,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,18,11,1109,"0605 3003 3026 4011 3101 3401 3701 3037 3104 3035",20,"F","H",101,231111566,7,0,0
4,2023-07-27 00:00:00,2023-07-26 00:00:00,1320,11,1162,"3101 3401 3701 3036 3034 3033 0605 4024 3004 3025",36,"M","H",101,231111575,7,13,1
6,2023-07-28 00:00:00,2023-07-28 00:00:00,720,11,1189,"0605 3004 3028 3034 4011 3401 3101 3701 3036 3033",33,"F","H",101,231111594,7,7,0
6,2023-07-29 00:00:00,2023-07-28 00:00:00,2150,11,1169,"3401 3701 0605 3008 3025 3029 3033 3037 3101 4024",27,"F","H",101,231111601,7,21,1
5,2023-07-13 00:00:00,2023-07-13 00:00:00,1805,13,1354,"3101 3401 3701 3064 0605 3025 3029 3036 0947 4024",15,"M","B",101,231313911,7,18,0
3,2023-07-18 00:00:00,2023-07-18 00:00:00,900,13,1307,"0605 3003 3026 3029 3033 3037 3101 4024 3401 3701",50,"M","B",101,231314126,7,9,0
4,2023-07-19 00:00:00,2023-07-19 00:00:00,251,13,1362,"3401 3701 3033 0605 3003 3027 3037 1218 3101 4024",29,"M","H",101,231314170,7,2,0
2,2023-07-24 00:00:00,2023-07-24 00:00:00,2235,10,1049,"3034 3037 3101 0906 1816 3011 3028 4026 3030",53,"M","B",101,231011672,7,22,0
4,2023-07-26 00:00:00,2023-07-26 00:00:00,2145,12,1249,"3004 3028 3034 4012",17,"F","H",101,231216394,7,21,0
5,2023-07-19 00:00:00,2023-07-13 00:00:00,1530,13,1317,"0605 3101 3401 3701 4013 3004 3036 3028 3030 3033",61,"F","B",101,231314172,7,15,6
1,2023-07-17 00:00:00,2023-07-16 00:00:00,2100,15,1538,"3005 3101 3026 4015 3036",24,"M","H",101,231512283,7,21,1
6,2023-07-21 00:00:00,2023-07-21 00:00:00,1100,13,1395,"0605 3004 3026 3029 4024 3101 3401 3701 3037 3033",31,"F","H",101,231314283,7,11,0
7,2023-07-22 00:00:00,2023-07-22 00:00:00,1830,13,1323,"3033 0605 3004 3028 3030 3036 4024 3101 3401 3701",36,"M","H",101,231314350,7,18,0
3,2023-07-26 00:00:00,2023-07-25 00:00:00,1400,13,1346,"3401 3701 0605 3006 3028 3033 3037 3039 3101 4013",37,"F","H",101,231314519,7,14,1
4,2023-07-26 00:00:00,2023-07-26 00:00:00,1320,13,1395,"4024 3008 3024 0605 3101 3401 3701 3037 3033 3035",51,"M","H",101,231314552,7,13,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1220,13,1364,"3101 3401 3701 4024 3033 0605 3004 3028 3030 3036",47,"M","H",101,231314595,7,12,0
7,2023-07-29 00:00:00,2023-07-29 00:00:00,1400,13,1346,"0605 3101 3401 3701 3006 3037 3033 3028 3034 4024",60,"M","H",101,231314688,7,14,0
2,2023-07-25 00:00:00,2023-07-24 00:00:00,323,14,1467,"4027 3006 3028 3037",24,"F","H",101,231414731,7,3,1
7,2023-07-16 00:00:00,2023-07-15 00:00:00,1350,15,1567,"3101 3004 3025 4026 3036",59,"M","H",101,231512260,7,13,1
6,2023-07-22 00:00:00,2023-07-21 00:00:00,2220,13,1331,"3401 3701 3006 0605 3027 3029 3033 3036 3101 4024",20,"F","H",101,231314317,7,22,1
1,2023-07-17 00:00:00,2023-07-16 00:00:00,1850,16,1621,"3101 3006 3028 4016 3034",22,"F","H",101,231610157,7,18,1
3,2023-07-18 00:00:00,2023-07-18 00:00:00,200,16,1681,"3011 3028 4026 3030 3032 3036 3101",28,"M","H",101,231610191,7,2,0
5,2023-07-28 00:00:00,2023-07-27 00:00:00,1500,14,1409,"3004 3028 4014",56,"F","W",101,231414927,7,15,1
7,2023-07-16 00:00:00,2023-07-15 00:00:00,45,19,1918,"3038 3101 3004 3026 4019 3037",44,"M","H",101,231911688,7,0,1
7,2023-07-22 00:00:00,2023-07-22 00:00:00,250,16,1635,"4026 3034 3101 3011 3024 3037",57,"M","H",101,231610330,7,2,0
2,2023-07-17 00:00:00,2023-07-17 00:00:00,2155,17,1749,"3006 3028 3039 3037 3101 4026",30,"M","O",101,231712831,7,21,0
3,2023-07-18 00:00:00,2023-07-18 00:00:00,1823,17,1745,"3004 3025 4026 3036 3101",23,"F","H",101,231712908,7,18,0
7,2023-07-16 00:00:00,2023-07-15 00:00:00,350,19,1943,"3037 3101 4019 3004 3028 3039 3602",40,"M","H",101,231911672,7,3,1
5,2023-07-20 00:00:00,2023-07-20 00:00:00,1100,16,1637,"3006 3028 3030 3036 3102 4016 0605",37,"F","W",101,231610288,7,11,0
3,2023-07-18 00:00:00,2023-07-18 00:00:00,1900,19,1995,"4026 3004 3034 3028 3036 3101",40,"F","H",101,231911814,7,19,0
2,2023-07-19 00:00:00,2023-07-17 00:00:00,2354,19,1908,"3101 3006 3028 3030 3037 4019",40,"F","O",101,231911826,7,23,2
5,2023-07-20 00:00:00,2023-07-20 00:00:00,845,19,1963,"3101 3011 3028 4026 3034 3037",22,"X","X",101,231911869,7,8,0
4,2023-07-26 00:00:00,2023-07-26 00:00:00,745,19,1904,"3103 3032 3003 3024 4026 3037",65,"M","H",101,231912107,7,7,0
1,2023-07-16 00:00:00,2023-07-16 00:00:00,1640,19,1984,"3006 3028 3030 3037 3101 4026",43,"F","H",101,231911709,7,16,0
1,2023-07-17 00:00:00,2023-07-16 00:00:00,2355,21,2169,"3101 3006 4021 3037 3602 3026",40,"M","W",101,232111704,7,23,1
2,2023-07-18 00:00:00,2023-07-17 00:00:00,1920,21,2134,"3012 3025 4026 3037 3038 3101",40,"F","W",101,232111743,7,19,1
4,2023-07-21 00:00:00,2023-07-19 00:00:00,1646,21,2189,"3028 3101 4021 3006 3029",41,"M","A",101,232111883,7,16,2
5,2023-07-27 00:00:00,2023-07-27 00:00:00,2115,20,2023,"3036 3101 3401 3701 3004 3026 3029 4027",52,"M","H",101,232013329,7,21,0
4,2024-02-01 00:00:00,2023-11-01 00:00:00,1615,21,2141,"3004 3024 4026 3033 3035 3036",17,"M","W",101,242105280,11,16,92
4,2023-08-02 00:00:00,2023-08-02 00:00:00,1035,11,1101,"0605 3004 3025 3034 4024 3101 3401 3701 3037 3033",40,"M","W",101,231111777,8,10,0
2,2023-08-01 00:00:00,2023-07-31 00:00:00,1600,14,1486,"3004 3025 3032 3034 3037 4027 3102 3401 3701",53,"M","B",101,231415147,7,16,1
3,2023-08-01 00:00:00,2023-08-01 00:00:00,450,13,1309,"3401 3701 4024 0605 3009 3024 3033 3035 3037 3101",59,"M","H",101,231314819,8,4,0
5,2023-07-31 00:00:00,2023-07-27 00:00:00,1500,17,1745,"3003 3025 4026 3029 3033 3035 3037 3064",26,"M","A",101,231713370,7,15,4
2,2023-07-31 00:00:00,2023-07-31 00:00:00,200,1,123,"0605 3004 3026 3034 4001 3101 3401 3701 3037 3033",99,"X","X",101,230117037,7,2,0
7,2023-08-02 00:00:00,2023-07-29 00:00:00,1120,13,1371,"0605 3101 3401 3701 4001 3004 3036 3029 3025 3033",36,"F","H",101,231314892,7,11,4
5,2023-08-04 00:00:00,2023-08-03 00:00:00,2135,2,205,"3401 3701 3037 0605 3008 3025 3029 3033 3101 4024",58,"M","W",101,230214960,8,21,1
7,2023-08-02 00:00:00,2023-07-29 00:00:00,317,3,315,"3002 3025 4025 3034",33,"M","H",101,230314396,7,3,4
5,2023-07-20 00:00:00,2023-07-20 00:00:00,1200,21,2103,"3102 3004 3028 4021 3030 3032 3037",23,"M","O",101,232111860,7,12,0
7,2023-08-03 00:00:00,2023-07-01 00:00:00,1600,8,881,"4027 3004 3028 3030 3032 3037",71,"F","W",108,230812789,7,16,33
5,2023-07-31 00:00:00,2023-07-27 00:00:00,1430,13,1309,"0605 4024 3030",24,"F","H",101,231314768,7,14,4
1,2023-07-30 00:00:00,2023-07-30 00:00:00,540,18,1822,"4025 3024 3036 1218 3003",35,"M","O",101,231814172,7,5,0
1,2023-07-31 00:00:00,2023-07-30 00:00:00,2005,2,218,"0605 3006 3028 4002 3101 3401 3701 3037 3030 3033",73,"F","W",101,230214742,7,20,1
3,2023-08-02 00:00:00,2023-08-01 00:00:00,1130,4,463,"0605 3028 3034 3101 4024 3401 3701 3006 3037 3033",20,"M","H",101,230410985,8,11,1
4,2023-08-04 00:00:00,2023-08-02 00:00:00,1330,12,1215,"3008 3025 3029 3036 4025",54,"M","H",101,231217018,8,13,2
6,2023-08-01 00:00:00,2023-07-28 00:00:00,1710,7,773,"3004 3025 3029 3101 3401 3701 4007",40,"M","W",101,230712610,7,17,4
2,2023-07-31 00:00:00,2023-07-31 00:00:00,405,12,1248,"3004 3026 3029 3038 4025",27,"F","H",101,231216716,7,4,0
3,2023-08-02 00:00:00,2023-08-01 00:00:00,2135,12,1266,"3004 3025 3026 3029 3036 4025",21,"M","H",101,231216842,8,21,1
2,2023-07-31 00:00:00,2023-07-31 00:00:00,1110,10,1079,"3004 3026 4026 3029 3033 3035 3037",59,"M","O",101,231011930,7,11,0
3,2023-08-02 00:00:00,2023-08-01 00:00:00,2025,3,341,"3006 3028 4025 3037 3040 3602",40,"M","O",101,230314400,8,20,1
1,2023-07-30 00:00:00,2023-07-30 00:00:00,700,11,1173,"0605 3101 3401 3701 4024 3011 3037 3028 3030 3033",55,"M","H",101,231111655,7,7,0
2,2023-07-31 00:00:00,2023-07-31 00:00:00,1035,11,1186,"0605 3011 3028 3034 4024 3101 3401 3701 3037 3102",39,"M","W",101,231111698,7,10,0
3,2023-08-04 00:00:00,2023-08-01 00:00:00,1800,6,625,"4027 3004 3028 3030",28,"F","A",101,230613412,8,18,3
1,2023-07-30 00:00:00,2023-07-30 00:00:00,230,1,135,"0605 3004 3034 3037 3101 4001 3401 3701 3001 3026",19,"F","H",101,230116984,7,2,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1700,20,2036,"3037 3101 3401 3701 3064 1402 3008 3024 4027",60,"F","W",101,232013326,7,17,0
6,2023-08-04 00:00:00,2023-08-04 00:00:00,1520,7,706,"3004 3026 3029 4027 3035 3037 3101 3401 3701",34,"M","W",101,230712892,8,15,0
2,2023-07-31 00:00:00,2023-07-31 00:00:00,1125,20,2062,"4027 3004 3028 3037 3101 3401 3701",76,"M","A",101,232013490,7,11,0
4,2023-08-02 00:00:00,2023-08-02 00:00:00,1000,15,1588,"3004 3028 4026 3034",34,"M","W",110,231513030,8,10,0
3,2023-08-01 00:00:00,2023-08-01 00:00:00,905,19,1983,"3004 4026 3029 3034 3037 3025 3101",28,"M","H",101,231912319,8,9,0
3,2023-08-01 00:00:00,2023-08-01 00:00:00,851,7,715,"3035 3036 3101 3401 3701 3009 3027 4027",35,"M","A",101,230712770,8,8,0
4,2024-02-01 00:00:00,2023-12-13 00:00:00,1515,5,522,"3006 3028 3030 4025",46,"M","H",101,240505206,12,15,50
2,2023-08-03 00:00:00,2023-03-06 00:00:00,1411,20,2029,"4027 3004 3028 3030",57,"M","B",101,232013598,3,14,150
3,2023-08-01 00:00:00,2023-08-01 00:00:00,20,2,249,"3401 3701 0605 3004 3026 3029 3033 3037 3101 4024",64,"F","H",101,230214827,8,0,0
6,2023-07-28 00:00:00,2023-07-28 00:00:00,735,8,824,"3035 3036 3101 3401 3701 3008 3024 4027",60,"F","W",101,230812594,7,7,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,1434,19,1941,"3101 3004 3024 4026 3036",75,"M","H",101,231912161,7,14,0
4,2023-07-29 00:00:00,2023-07-19 00:00:00,225,18,1844,"3036 3004 3028 3101",30,"F","H",101,231814120,7,2,10
5,2023-07-31 00:00:00,2023-07-20 00:00:00,2000,3,375,"4025 3004 3026",41,"M","B",101,230314313,7,20,11
5,2023-08-03 00:00:00,2023-08-03 00:00:00,2230,6,646,"3034 3037 3101 3401 3701 3006 3028 4027",31,"M","W",101,230613400,8,22,0
7,2023-07-29 00:00:00,2023-07-29 00:00:00,2035,16,1641,"3101 3602 3009 3024 4026 3037",21,"M","H",101,231610576,7,20,0
7,2023-07-30 00:00:00,2023-07-29 00:00:00,2300,3,394,"4025 3011 3030",48,"M","O",101,230314293,7,23,1
1,2023-07-30 00:00:00,2023-07-30 00:00:00,1430,13,1346,"3101 3401 3701 3036 3029 3033 0605 4024 3004 3025",20,"F","H",101,231314733,7,14,0
7,2023-07-30 00:00:00,2023-07-29 00:00:00,2100,21,2105,"3101 3003 3024 4026 3037 1218",49,"M","H",101,232112255,7,21,1
4,2024-01-31 00:00:00,2023-11-15 00:00:00,1820,8,827,"3004 3028 3030 4027",39,"M","W",101,240805131,11,18,77
3,2023-08-01 00:00:00,2023-08-01 00:00:00,1530,2,218,"3401 3701 0605 3006 3028 3030 3033 3037 3101 4024",50,"M","O",101,230214884,8,15,0
5,2023-08-03 00:00:00,2023-08-03 00:00:00,1400,13,1346,"3401 3701 3036 0605 3004 3028 3033 3034 3101 4024",22,"M","O",101,231315005,8,14,0
5,2023-07-31 00:00:00,2023-07-27 00:00:00,1600,4,451,"0605 4024 3030",26,"M","H",101,230410912,7,16,4
6,2023-08-05 00:00:00,2023-08-04 00:00:00,2000,13,1377,"3401 3701 4013 0605 3004 3028 3033 3034 3037 3101",43,"M","H",101,231315073,8,20,1
2,2023-07-31 00:00:00,2023-07-31 00:00:00,1745,18,1829,"3002 3028 3034 3036 4025 3602",38,"M","B",101,231814260,7,17,0
2,2023-07-31 00:00:00,2023-07-31 00:00:00,1830,12,1267,"4025 3036 3004 3028 3030 3101",55,"M","H",101,231216746,7,18,0
3,2023-08-02 00:00:00,2023-08-01 00:00:00,2345,13,1364,"0605 3004 3028 3030 3033 3037 3101 4024 3401 3701",40,"M","H",101,231314867,8,23,1
7,2023-07-29 00:00:00,2023-07-29 00:00:00,810,14,1463,"3006 3025 4027 3035 3037 3101 3401 3701",68,"M","H",101,231414952,7,8,0
3,2023-08-03 00:00:00,2023-08-01 00:00:00,1400,4,412,"3401 3701 3004 3102 0605 3028 3034 3037 3101 4024",25,"F","H",101,230411017,8,14,2
1,2023-08-03 00:00:00,2023-05-07 00:00:00,1758,14,1427,"4027 3004 3028 3030",39,"M","W",101,231415242,5,17,88
2,2023-07-31 00:00:00,2023-07-31 00:00:00,1422,7,735,"3004 3026 3029 4027 3037 3101 3401 3701 1402",45,"F","W",101,230712718,7,14,0
1,2023-07-31 00:00:00,2023-07-30 00:00:00,2345,18,1802,"4025 3004 3028 3039",46,"M","H",101,231814190,7,23,1
3,2023-08-01 00:00:00,2023-08-01 00:00:00,620,1,192,"3101 3401 3701 3033 0605 3004 3028 3030 3036 4024",34,"M","H",101,230117102,8,6,0
3,2023-08-01 00:00:00,2023-08-01 00:00:00,1745,20,2069,"3038 3037 3101 3401 3701 3006 3026 3029 4027",34,"F","H",101,232013561,8,17,0
4,2023-08-02 00:00:00,2023-08-02 00:00:00,1240,3,398,"4025 3037 3004 3028 3101",54,"M","B",101,230314434,8,12,0
4,2023-08-02 00:00:00,2023-08-02 00:00:00,910,8,848,"3025 3034 3036 3101 3401 3701 3004 4027",27,"F","B",101,230812767,8,9,0
5,2023-07-31 00:00:00,2023-07-27 00:00:00,2200,20,2041,"3004 3026 3029 4027 3037",43,"M","O",101,232013497,7,22,4
5,2023-07-28 00:00:00,2023-07-27 00:00:00,130,9,948,"3101 3008 3024 4009 3036",40,"M","H",101,230912305,7,1,1
6,2023-07-29 00:00:00,2023-07-28 00:00:00,255,12,1245,"3013 3024 4025 3036",35,"M","B",101,231216564,7,2,1
7,2023-07-29 00:00:00,2023-07-29 00:00:00,800,16,1641,"3011 3028 4016 3030 3033 3034 3036",99,"M","O",101,231610566,7,8,0
1,2023-08-01 00:00:00,2023-07-30 00:00:00,1430,15,1591,"3006 3028 4026 3032 3035",31,"F","W",101,231512921,7,14,2
4,2023-08-03 00:00:00,2023-07-26 00:00:00,30,8,899,"3011 3028 3030 3034 3036 3101 3401 3701 4008",23,"X","X",102,230812542,7,0,8
3,2023-08-02 00:00:00,2023-08-01 00:00:00,1915,18,1829,"4025 3028 3030",45,"F","H",101,231814338,8,19,1
2,2023-07-24 00:00:00,2023-07-24 00:00:00,1000,17,1721,"3101 3011 3027 4026 3034 3037",65,"M","W",101,231713101,7,10,0
1,2023-07-31 00:00:00,2023-07-30 00:00:00,2230,1,182,"0605 3004 3028 3030 4024 3101 3401 3701 3037 3033",61,"M","O",101,230117025,7,22,1
1,2023-07-30 00:00:00,2023-07-30 00:00:00,1850,20,2073,"3008 3026 3029 3035 3037 3101 3401 3701 4020",42,"M","H",101,232013475,7,18,0
1,2023-07-30 00:00:00,2023-07-30 00:00:00,1530,13,1346,"0605 3009 3029 3101 4024 3024 3401 3701 3037 3033",24,"M","H",101,231314749,7,15,0
7,2023-07-30 00:00:00,2023-07-29 00:00:00,2000,2,245,"3401 3701 3025 0605 3004 3029 3033 3036 3101 4002",36,"M","W",101,230214697,7,20,1
5,2023-08-03 00:00:00,2023-08-03 00:00:00,940,4,497,"3101 3401 3701 3036 3033 0605 3004 3026 3034 4024",38,"M","H",101,230411019,8,9,0
7,2023-07-29 00:00:00,2023-07-29 00:00:00,1648,2,256,"3401 3701 0605 3003 3027 3029 3033 3037 3101 4024",38,"F","B",101,230214688,7,16,0
7,2023-08-05 00:00:00,2023-08-05 00:00:00,240,2,201,"3101 3401 3701 3036 3030 0605 3011 3028 3034 4002",99,"X","X",101,230215027,8,2,0
7,2023-07-30 00:00:00,2023-07-29 00:00:00,315,3,316,"4025 3028 3034",57,"F","O",101,230314282,7,3,1
1,2023-07-30 00:00:00,2023-07-30 00:00:00,1225,4,478,"3401 3701 0605 3004 3025 3033 3034 3036 3101 4024",20,"M","H",101,230410880,7,12,0
4,2023-08-03 00:00:00,2023-08-02 00:00:00,1445,7,713,"3037 3004 3026 3029 3035 4027",52,"M","W",101,230712842,8,14,1
6,2023-08-04 00:00:00,2023-08-04 00:00:00,530,13,1365,"0605 3004 3026 3029 4013 3101 3401 3701 3036 3033",36,"F","H",101,231315031,8,5,0
7,2023-07-30 00:00:00,2023-07-29 00:00:00,2145,14,1469,"3035 3036 3101 3401 3701 3009 3024 4027",45,"M","B",101,231414981,7,21,1
1,2023-06-04 00:00:00,2023-06-04 00:00:00,2310,10,1099,"3011 4010 3035 3030 3037 3028 3039",22,"M","W",104,231009967,6,23,0
5,2023-07-27 00:00:00,2023-07-27 00:00:00,555,7,734,"4027 3006 3028 3030 3039",40,"M","B",101,230712548,7,5,0
2,2023-07-31 00:00:00,2023-07-31 00:00:00,1930,7,749,"3004 3024 3035 3036 3101 3401 3701 4027",29,"M","A",101,230712728,7,19,0
7,2023-07-29 00:00:00,2023-07-29 00:00:00,1610,10,1008,"3025 3101 3004 4026 3034 3037 3602",37,"M","W",101,231011878,7,16,0
4,2023-08-03 00:00:00,2023-08-02 00:00:00,2150,18,1823,"3008 3024 3036 3039 4025",57,"M","B",101,231814404,8,21,1
2,2023-07-31 00:00:00,2023-07-31 00:00:00,1655,13,1347,"0605 3004 3026 3029 3033 3036 3101 4024 3401 3701",52,"M","H",101,231314802,7,16,0
3,2023-08-01 00:00:00,2023-08-01 00:00:00,820,12,1265,"3003 3025 4025 3029",43,"M","B",101,231216798,8,8,0
7,2023-08-01 00:00:00,2023-07-29 00:00:00,1500,20,2079,"3008 3025 4020",70,"F","H",101,232013536,7,15,3
2,2023-07-31 00:00:00,2023-07-31 00:00:00,245,12,1235,"3004 3024 3029 3036 3034 4025",70,"M","H",101,231216702,7,2,0
1,2023-07-30 00:00:00,2023-07-30 00:00:00,1430,2,221,"3401 3701 3033 0605 3004 3028 3037 3039 3101 4024",47,"M","H",108,230214720,7,14,0
3,2023-08-02 00:00:00,2023-08-01 00:00:00,2320,16,1602,"3101 3003 3027 4026 3029 3037 1218",52,"M","H",101,231610676,8,23,1
1,2023-07-31 00:00:00,2023-07-30 00:00:00,2340,1,161,"0605 3004 3025 3033 3035 3036 3101 4024 3401 3701",39,"F","H",101,230117033,7,23,1
